English,French,German,Arabic
"You are about to delete the folder %1,
 with multiple SSH Configurations, are you sure?","Vous êtes sur le point de supprimer le dossier %1,
avec plusieurs configurations « SSH ». Voulez-vous vraiment le supprimer ?","Sie sind dabei, den Ordner %1 mit mehreren SSH-Konfigurationen zu löschen, sind Sie sicher?","أنت على وشك حذف المجلد %1 
يحوي المجلد على ملفات ضبط متعددة لـ SSH،  أما زلت متأكّد؟"
"You are about to delete the group %1,
 with multiple configurations, are you sure?","Vous êtes sur le point de supprimer le groupe %1, 
avec plusieurs configurations. Voulez-vous vraiment le supprimer ?","Sie sind dabei, die Gruppe %1 
mit mehreren Konfigurationen zu löschen, sind Sie sicher?","أنت على وشك حذف مجموعة %1 
مع العديد من الإعدادات،  أما زلت متأكّد؟"
You can't delete an automatically added entry.,Vous ne pouvez supprimer une entrée ajoutée automatiquement.,Sie können einen automatisch hinzugefügten Eintrag nicht löschen.,لا يمكنك حذف مدخلة مضافة آليا.
Your username,Votre nom d'utilisateur,Ihr Benutzername,اسم المستخدم الخاص بك
ZModem Progress,Progression de « ZMODEM »,ZModem-Fortschritt,تقدّم ZModem
[Default],[Par défaut],[Standard],[المبدئيّ]
[Read-only],[Lecture seule],[Nur lesen],[للقراءة فقط]
force LTR line direction,Forcer la direction de ligne de gauche à droite (LTR),LTR-Zeilenrichtung erzwingen,أجبر أن يكون السطر من اليسار إلى اليمين
json layoutfile to be loaded to use for new Konsole instance,Fichier « json » de disposition devant être chargé pour utiliser une nouvelle instance de Konsole,"JSON-Layoutdatei, das für die neue Konsole-Instanz verwendet wird",ملف json layoutfile ليتم تحميله لاستخدامه لنسخة كونسول جديدة
macOS,macOS,macOS,ماك اوس
ms,ms,,م‌ث
px,px,px,بكسل
